taxon_name,Pollen_type
Rumex crispus,Rumex crispus-type
Rumex obtusifolius,Rumex crispus-type
Rumex subgen. Rumex-type,Rumex crispus-type
Eurumex,Rumex crispus-type
Eu-Rumex-type,Rumex crispus-type
Rumex cf. R. obtusifolius,Rumex crispus-type
Rumex maritimus-type,Rumex crispus-type
Rumex conglomeratus-type,Rumex crispus-type
Rumex sanguineus,Rumex crispus-type
Rumex sanguineus-type,Rumex crispus-type
Rumex eurumex-type,Rumex crispus-type
Rumex conglomeratus,Rumex crispus-type
Rumex,Rumex/Oxyria
Rumex undifferentiated,Rumex/Oxyria
Rumex/Oxyria,Rumex/Oxyria
cf. Oxyria digyna,Rumex/Oxyria
Rumex-type,Rumex/Oxyria
Rumex sp.,Rumex/Oxyria
Rumex/Oxyria-type,Rumex/Oxyria
Rumex/Oxyria digyna,Rumex/Oxyria
Rumex acetosa/R. scutatus-type,Rumex/Oxyria
Oxyria,Oxyria digyna
Oxyria digyna-type,Oxyria digyna
Oxyria digyna,Oxyria digyna
Oxyria (type 1),Oxyria digyna
Oxyria (type 2),Oxyria digyna
Rumex triangulivalvis,Rumex triangulivalvis
Rumex alpinus,Rumex alpinus-type
Rumex alpinus-type,Rumex alpinus-type
Rumex alpestris,Rumex alpestris
Tilia,Tilia
Tilia undifferentiated,Tilia
Tilia cordata/platyphyllos,Tilia
Tilia indeterminata,Tilia
Tilia sp.,Tilia
Tilia x vulgaris,Tilia platyphyllos-type
Tilia cordata,Tilia cordata-type
Tilia cordata-type,Tilia cordata-type
Tilia tomentosa,Tilia cordata-type
Tilia platyphyllos,Tilia platyphyllos-type
Tilia platyphyllos-type,Tilia platyphyllos-type
Tilia platyphyllos subsp. cordifolia,Tilia platyphyllos-type
Trifolium montanum,Trifolium montanum
Trifolium montanum-type,Trifolium montanum
Trifolium,Trifolium-type
Trifolium undifferentiated,Trifolium-type
Trifolium-type,Trifolium-type
Fabaceae/Trifolium-type,Trifolium-type
Trifolium medium-type,Trifolium pratense-type
Trifolium pratense,Trifolium pratense-type
Trifolium pratense-type,Trifolium pratense-type
Trifolium repens,Trifolium repens-type
Trifolium repens-type,Trifolium repens-type
Trifolium cf. T. repens,Trifolium repens-type
Trifolium striatum,Trifolium repens-type
Trifolium striatum-type,Trifolium repens-type
Trifolium arvense,Trifolium repens-type
Trifolium pallescens,Trifolium repens-type
Trifolium hybridum-type,Trifolium repens-type
Trifolium alpestre-type,Trifolium alpestre-type
Trifolium spadiceum,Trifolium badium-type
Trifolium badium-type,Trifolium badium-type
Trifolium spadiceum-type,Trifolium badium-type
Trifolium badium,Trifolium badium-type
Trifolium alpinum-type,Trifolium alpinum-type
Trifolium alpinum,Trifolium alpinum-type
Trifolium alpinum,Trifolium alpinum-type
Viburnum,Viburnum
Viburnum-type,Viburnum
Viburnum cf. V. opulus,Viburnum
Viburnum undifferentiated,Viburnum
cf. Viburnum opulus,Viburnum
Viburnum sp.,Viburnum
Viburnum lantana,Viburnum lantana
Viburnum lantana-type,Viburnum lantana
Viburnum opulus,Viburnum opulus
Viburnum tinus,Viburnum tinus
Viburnum opulus-type,Viburnum opulus/V. tinus
Viburnum opulus/V. tinus,Viburnum opulus/V. tinus
Vitis,Vitis
Vitis vinifera,Vitis
Vitis sylvestris/vinifera,Vitis
Celastraceae,Celastraceae
Echium,Echium
Echium vulgare,Echium
Echium-type,Echium/Onosma
Echium/Onosma,Echium/Onosma
Onosma-type,Echium/Onosma
Onosma/Echium-type,Echium/Onosma
Atraphaxis,Atraphaxis
Atraphaxis-type,Atraphaxis
Ruta,Ruta
Ruta graveolens,Ruta graveolens
Zygophyllum,Zygophyllum
Bryonia,Bryonia
Bryonia-type,Bryonia
Bryonia dioica,Bryonia
Hyoscyamus,Hyoscyamus
Hyoscyamus niger,Hyoscyamus niger
Anagallis,Anagallis
Anagallis arvensis-type,Anagallis arvensis-type
Anagallis arvensis,Anagallis arvensis-type
Anagallis tenella-type,Anagallis tenella-type
Anagallis tenella,Anagallis tenella-type
Lysimachia nemorum,Lysimachia nemorum
Lysimachia nemorum-type,Lysimachia nemorum
Lysimachia thyrsiflora,Lysimachia vulgaris-type
Lysimachia vulgaris,Lysimachia vulgaris-type
Lysimachia cf. L. vulgaris,Lysimachia vulgaris-type
Lysimachia vulgaris-type,Lysimachia vulgaris-type
Lysimachia nummularia,Lysimachia vulgaris-type
Lysimachia nummularia-type,Lysimachia vulgaris-type
Lysimachia terrestris/thyrsiflora,Lysimachia terrestris/thyrsiflora
Glaux,Glaux maritima
Glaux maritima,Glaux maritima
Lysimachia,Anagallis-type
Lysimachia-type,Anagallis-type
Anagallis-type,Anagallis-type
Lysimachia/Anagallis,Anagallis-type
Lysimachia ephemerum,Lysimachia ephemerum
Trientalis,Trientalis europaea
Trientalis europaea,Trientalis europaea
Trientalis-type,Trientalis europaea
Emex,Emex
Viburnum/Sambucus,Viburnum/Sambucus
Sambucus/Viburnum-type,Viburnum/Sambucus
Rumex kurdicus,Rumex kurdicus
Rheum,Rheum
Rheum officinalis,Rheum
Rheum ribes,Rheum
Rumex cyprius-type,Rumex cyprius-type
Rumex cyprius,Rumex cyprius-type
Zygophyllaceae,Zygophyllaceae
Peganum,Peganum
Santalaceae,Santalaceae
Caragana,Caragana
Caragana-type,Caragana
Ricinus,Ricinus communis
Ricinus communis,Ricinus communis
Staphylea,Staphylea pinnata
Staphylea pinnata,Staphylea pinnata
Fumana-type,Fumana
Fumana,Fumana
Fumana ericoides,Fumana ericoides
Fumana thymifolia,Fumana thymifolia
Galega-type,Galega-type
Calligonum,Calligonum
Calligonum comosum,Calligonum
Calligonum aphyllum,Calligonum
Pteropyrum,Calligonum-type
Calligonum/Pteropyrum,Calligonum-type
Calligonum-type,Calligonum-type
Pteropyrum-type,Calligonum-type
Leguminosae,Fabaceae
Leguminosae undifferentiated,Fabaceae
Fabaceae,Fabaceae
Papilionaceae,Fabaceae
Fabaceae undifferentiated,Fabaceae
Fabaceae p.p.,Fabaceae
Fabaceae indeterminata,Fabaceae
Alkanna,Alkanna-type
Alkanna-type,Alkanna-type
Vitaceae,Vitaceae
Combretaceae,Combretaceae
Cardiospermum,Cardiospermum
Cardiospermum cf. C. halicacabum,Cardiospermum
Araliaceae,Araliaceae
Araliaceae indeterminata,Araliaceae
Araliaceae undifferentiated,Araliaceae
Coris,Coris
Lathyrus,Lathyrus-type
Lathyrus japonicus ssp. maritimus,Lathyrus-type
Lathyrus palustris,Lathyrus-type
Lathyrus sativus,Lathyrus-type
Lathyrus-type,Lathyrus-type
Fabaceae/Lathyrus-type,Lathyrus-type
Lathyrus filiformis,Lathyrus-type
Lathyrus montanus-type,Lathyrus-type
Vicia faba,Vicia faba
Vicia,Vicia-type
Vicia cf. V. cracca,Vicia-type
Vicia cracca-type,Vicia-type
Vicia sylvatica-type,Vicia-type
Vicia-type,Vicia-type
Vicia cf. V. sepium,Vicia-type
Vicia cf. V. hirsuta,Vicia-type
Vicia cracca,Vicia-type
Vicia tetrasperma,Vicia-type
Vicia-type s.s.,Vicia-type
Vicia sylvatica,Vicia-type
Pisum,Pisum sativum
Pisum sativum,Pisum sativum
Vicia/Lathyrus,Lathyrus/Vicia-type
Lathyrus/Vicia,Lathyrus/Vicia-type
Viciaceae,Lathyrus/Vicia-type
Lathyrus/Vicia,Lathyrus/Vicia-type
Vicia/Lathyrus-type,Lathyrus/Vicia-type
Lathyrus/Vicia-type,Lathyrus/Vicia-type
Parthenocissus quinquefolia,Parthenocissus quinquefolia
Dictamnus albus,Dictamnus albus
Cephalanthus,Cephalanthus
Osyris alba,Osyris alba
Bergenia crassifolia,Bergenia crassifolia
Adoxa moschatellina,Adoxa moschatellina
Adoxa,Adoxa moschatellina
Cercis siliquastrum,Cercis siliquastrum
Cercis,Cercis siliquastrum
Chrysosplenium,Chrysosplenium
Chrysosplenium sp.,Chrysosplenium
Chrysosplenium-type,Chrysosplenium
Chrysosplenium oppositifolium,Chrysosplenium oppositifolium
Chrysosplenium alterniflorum,Chrysosplenium alterniflorum
Diapensia lapponica,Diapensia lapponica
Diapensia,Diapensia lapponica
Euonymus,Euonymus
Euonymus europaeus,Euonymus
Euphorbia,Euphorbia
Euphorbia dendroides,Euphorbia
Euphorbia-type,Euphorbia
Euphorbia cf. E. palustris,Euphorbia
Euphorbia exigua,Euphorbia
Euphorbiaceae,Euphorbiaceae
Euphorbiaceae indeterminata,Euphorbiaceae
Alhagi,Genista-type
Hypericum,Hypericum
Hypericum undifferentiated,Hypericum
Hypericum-type,Hypericum
Guttiferae,Hypericum
Hypericaceae,Hypericum
Hypericum perforatum/H. androsaemum-type,Hypericum
Hypericum elodes,Hypericum elodes
Hypericum perforatum-type,Hypericum perforatum-type
Hypericum pulchrum-type,Hypericum perforatum-type
Hypericum perforatum,Hypericum perforatum-type
Hypericum tetrapterum,Hypericum perforatum-type
Hypericum perforatum-group,Hypericum perforatum-type
Hypericum pulchrum,Hypericum pulchrum
Hypericum androsaemum,Hypericum androsaemum
Hypericum calycinum-type,Hypericum calycinum-type
Hypericum assyrianum-type,Hypericum assyrianum-type
Hypericum coris-type,Hypericum coris-type
Lobelia,Lobelia
Lobelia-type,Lobelia
Lobeliaceae,Lobelia
Lobelia dortmanna,Lobelia dortmanna
Primula hirsuta-type,Primula hirsuta-type
Primula clusiana-type,Primula hirsuta-type
Prosopis,Prosopis
Sambucus,Sambucus
Sambucus undifferentiated,Sambucus
Sambucus-type,Sambucus
Sambucus cf. S. ebulus,Sambucus
Sambucus cf. S. nigra,Sambucus nigra/S. racemosa
Sambucus cf. S. racemosa,Sambucus nigra/S. racemosa
cf. Sambucus racemosa,Sambucus nigra/S. racemosa
cf. Sambucus nigra,Sambucus nigra/S. racemosa
Sambucus ebulus,Sambucus ebulus
Sambucus ebulus-type,Sambucus ebulus
Sambucus nigra,Sambucus nigra
Sambucus racemosa,Sambucus racemosa
Sambucus nigra-type,Sambucus nigra/S. racemosa
Sambucus racemosa-type,Sambucus nigra/S. racemosa
Sambucus nigra/S. racemosa,Sambucus nigra/S. racemosa
Digitalis,Digitalis
Digitalis purpurea,Digitalis
Digitalis purpurea-type,Digitalis
Digitalis-type,Digitalis-type
Lobelia/Digitalis,Digitalis-type
Limosella,Scrophularia-type
Scrophularia-type,Scrophularia-type
Scrophularia nodosa-type,Scrophularia-type
Scrophularia/Verbascum,Scrophularia-type
Scrophularia,Scrophularia-type
Scrophularia canina-type,Scrophularia-type
Scrophularia aquatica,Scrophularia-type
Verbascum,Verbascum
Verbascum-type,Verbascum
Verbascum pulverulentum-type,Verbascum
Scrophulariaceae,Scrophulariaceae (colporate-reticulate)
Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate)
Scrophulariaceae undifferentiated,Scrophulariaceae (colporate-reticulate)
Antirrhinum/Linaria,Scrophulariaceae (colporate-reticulate)
Scrophularia/Verbascum/Digitalis,Scrophulariaceae (colporate-reticulate)
Scrophulariaceae pp.,Scrophulariaceae (colporate-reticulate)
Scrophulariaceae indeterminata,Scrophulariaceae (colporate-reticulate)
Linaria,Linaria-type
Linaria-type,Linaria-type
Kickxia,Kickxia
Chaenorhinum,Chaenorhinum minus
Chaenorhinum minus,Chaenorhinum minus
Samolus,Samolus valerandi
Samolus valerandi,Samolus valerandi
Calicotome,Genista-type
Cytisus scoparius,Genista-type
Genista-type,Genista-type
Ulex-type,Genista-type
Cytisus sect. Sarothamnus,Genista-type
Ulex,Genista-type
Cytisus grandiflorus,Genista-type
Genista,Genista-type
Cytisus scoparius-type,Genista-type
Ulex/Sarothamnus,Genista-type
Cytisus,Genista-type
Genista/Ulex,Genista-type
Sarothamnus grandiflorus,Genista-type
Sarothamnus scoparius,Genista-type
Cytisus/Genista-type,Genista-type
Genista/Cytisus-type,Genista-type
Ulex/Cytisus-type,Genista-type
Genista/Ulex-type,Genista-type
Calicotome villosa,Genista-type
Genistoideae-type,Genista-type
Cytisus-type,Cytisus-type
Retama-type,Retama-type
Laburnum-type,Laburnum-type
Lupinus,Lupinus
Robinia pseudacacia,Robinia pseudacacia
Robinia,Robinia pseudacacia
Spartium,Spartium junceum
Spartium junceum,Spartium junceum
Medicago lupulina,Medicago lupulina-type
Medicago lupulina-type,Medicago lupulina-type
Genista-group,Genista-group
Gentianella detonsa,Gentianella detonsa
Impatiens,Impatiens
Impatiens noli-tangere,Impatiens
Balsaminaceae,Impatiens
Impatiens-type,Impatiens
Impatiens parvifolia,Impatiens
Primula,Primula
Primula-type,Primula
Primula vulgaris,Primula veris-type
Primula vulgaris-type,Primula veris-type
Primula veris-type,Primula veris-type
Primula elatior-type,Primula veris-type
Galium,Rubiaceae
Galium-type,Rubiaceae
Rubiaceae,Rubiaceae
Sherardia arvensis,Rubiaceae
Rubiaceae cf. Galium,Rubiaceae
Asperula-type,Rubiaceae
Galium palustre,Rubiaceae
Rubia,Rubiaceae
Galium boreale,Rubiaceae
Galium verum,Rubiaceae
Galium aparine,Rubiaceae
Asperula,Rubiaceae
Rubiaceae (6 colpae),Rubiaceae
Randia,Randia
Arceuthobium oxycedri,Arceuthobium oxycedri
Arceuthobium,Arceuthobium oxycedri
Callipeltis microstegia-type,Callipeltis microstegia-type
Hippuris,Hippuris vulgaris
Hippuris vulgaris,Hippuris vulgaris
Lycopus,Mentha-type
Lycopus-type,Mentha-type
Mentha,Mentha-type
Mentha-type,Mentha-type
Satureja,Mentha-type
Thymus-type,Mentha-type
Thymus/Mentha,Mentha-type
Lycopus europaeus,Mentha-type
Satureja/Ziziphora,Mentha-type
Thymus,Mentha-type
Lycopus/Mentha,Mentha-type
Mentha longifolia,Mentha-type
Labiatae-type/Lycopus,Mentha-type
Mentha/Thymus-type,Mentha-type
Lycopus/Mentha longifolia,Mentha-type
Origanum/Thymus,Mentha-type
Prunella,Prunella-type
Prunella-type,Prunella-type
Nepeta,Prunella-type
Glechoma-type,Prunella-type
Nepeta-type,Prunella-type
Prunella vulgaris-type,Prunella-type
Prunella vulgaris,Prunella-type
Sideritis,Sideritis
Sideritis (4),Sideritis
Labiatae (6),Labiatae (6)
cf. Thymus,Labiatae (6)
Lavandula-type,Lavandula
Lavandula,Lavandula
Lavandula stoechas-type,Lavandula
Lavandula stoechas,Lavandula
Ocimum,Ocimum
Salvia officinalis-type,Salvia officinalis-type
Rosmarinus,Salvia officinalis-type
Rosmarinus-type,Salvia officinalis-type
Salvia,Salvia-type
Salvia-type,Salvia-type
Salvia pratensis-group,Salvia-type
Salvia pratensis-type,Salvia pratensis-type
Salvia verticillata,Salvia verticillata
Phacelia,Phacelia
Phacelia tanacetifolia-type,Phacelia
Boraginaceae,Boraginaceae
Boraginaceae cf. Cynoglossum,Boraginaceae
Boraginaceae undifferentiated,Boraginaceae
Borago,Borago
Borago officinalis,Borago
Pentaglottis sempervirens,Pentaglottis sempervirens
Nonea,Nonea
Anchusa officinalis,Anchusa/Pulmonaria
Anchusa-type,Anchusa/Pulmonaria
Pulmonaria,Anchusa/Pulmonaria
Pulmonaria-type,Anchusa/Pulmonaria
Anchusa/Pulmonaria,Anchusa/Pulmonaria
Pulmonaria obscura-type,Anchusa/Pulmonaria
Pulmonaria officinalis,Anchusa/Pulmonaria
Anchusa azurea-type,Anchusa/Pulmonaria
Anchusa azurea,Anchusa/Pulmonaria
Pulmonaria obscura,Anchusa/Pulmonaria
Symphytum,Symphytum
Symphytum-type,Symphytum
Symphytum cf. S. officinalis,Symphytum
Lappula,Lappula
Buglossoides arvensis,Buglossoides arvensis
Lithospermum arvense,Buglossoides arvensis
Buglossoides arvensis-type,Buglossoides arvensis-type
Lithospermum arvense-type,Buglossoides arvensis-type
Cerinthe-type,Cerinthe
Cerinthe,Cerinthe
Cerinthe minor,Cerinthe
Cerinthe minor-type,Cerinthe
Lithospermum officinale,Lithospermum officinale
Lithospermum,Lithospermum-type
Lithospermum-type,Lithospermum-type
Buglossoides-type,Lithospermum-type
Neatostema apulum,Neatostema apulum
Trachystemon orientalis-type,Trachystemon orientalis-type
Citrus,Citrus
Pinguicula,Pinguicula
Pinguicula vulgaris,Pinguicula
Pinguicula-type,Pinguicula
Polygala,Polygala
Polygalaceae,Polygala
Polygala-type,Polygala
Polygala vulgaris,Polygala comosa-type
Polygala vulgaris-type,Polygala comosa-type
Polygala comosa-type,Polygala comosa-type
Utricularia,Utricularia
Utricularia minor,Utricularia
Utricularia vulgaris,Utricularia
Utricularia vulgaris-type,Utricularia
Utricularia-type,Utricularia
Utriculariaceae,Utricularia
Viola arvensis,Viola tricolor-type
Viola arvensis-type,Viola tricolor-type
Viola tricolor,Viola tricolor-type
Viola tricolor-type,Viola tricolor-type
Polygonum oxyspermum ssp. raii,Polygonum oxyspermum ssp. raii
Polygonum norvegicum,Polygonum oxyspermum ssp. raii
Polygonum raii-type,Polygonum oxyspermum ssp. raii
Sanguisorba,Sanguisorba officinalis
Sanguisorba officinalis,Sanguisorba officinalis
Sanguisorba officinalis-type,Sanguisorba officinalis
Sanguisorba major,Sanguisorba officinalis
Andrachne,Andrachne
Andrachne telephioides,Andrachne
Arnebia-type,Arnebia
Arnebia,Arnebia
Lentibulariaceae,Lentibulariaceae
Rutaceae,Rutaceae
Argania spinosa,Argania spinosa
Ceratonia,Ceratonia siliqua
Ceratonia siliqua,Ceratonia siliqua
Sapotaceae,Sapotaceae
Chrozophora,Chrozophora-type
Chrozophora-type,Chrozophora-type
Chrozophora,Chrozophora-type
Croton tinctorium,Croton tinctorium
Polygonum amphibium,Polygonum amphibium
Polygonum amphibium-type,Polygonum amphibium
Polygonum cf. amphibium,Polygonum amphibium
Persicaria amphibia,Polygonum amphibium
Corydalis,Corydalis
Corydalis claviculata,Corydalis claviculata
Sarcocapnos,Corydalis claviculata
Corydalis solida-type,Corydalis solida-type
Corydalis pumila-type,Corydalis solida-type
Corydalis cava-type,Corydalis solida-type
Corydalis lutea-type,Corydalis lutea-type
Corydalis lutea,Corydalis lutea-type
Cuscuta lupuliformis,Cuscuta lupuliformis
Montia,Montia
Montia fontana,Montia
Montia fontana-type,Montia
Montia perfoliata,Montia
Montia-type,Montia
Portulaca,Portulaca
Portulaca oleracea-type,Portulaca
Portulaca oleracea,Portulaca
Portulaca/Montia,Portulaca/Montia
Spergula arvensis,Spergula arvensis-type
Portulacaceae,Portulacaceae
Portulacaceae undifferentiated,Portulacaceae
Montiaceae,Montiaceae
Rumex aquaticus-type,Rumex aquaticus-type
Rumex longifolius-type,Rumex aquaticus-type
Rumex cf. R. hydrolapathum,Rumex aquaticus-type
Rumex hydrolapathum,Rumex aquaticus-type
Rumex hydrolapathum-type,Rumex aquaticus-type
Rumex patientia-type,Rumex aquaticus-type
Rumex aquaticus,Rumex aquaticus-type
Rumex longifolius,Rumex aquaticus-type
Rumex aquaticus/R. hydrolapathum,Rumex aquaticus-type
Rumex sect. Lapathum,Rumex aquaticus-type
Rumex palustris-type,Rumex aquaticus-type
Rumex palustris-group,Rumex aquaticus-type
Cynoglossum,Cynoglossum-type
Cynoglossum-type,Cynoglossum-type
Cynoglossum officinale-type,Cynoglossum-type
Rindera-type,Rindera-type
Cynoglossum creticum-type,Cynoglossum creticum-type
Lythrum,Lythrum
Lythraceae,Lythrum
Lythrum-type,Lythrum
Lythrum undifferentiated,Lythrum
Lythraceae undifferentiated,Lythrum
Lythrum portula-type,Lythrum portula-type
Lythrum portula,Lythrum portula-type
Peplis portula,Lythrum portula-type
Lythrum peplis,Lythrum portula-type
Peplis,Lythrum portula-type
Lythrum salicaria,Lythrum salicaria-type
Lythrum salicaria-type,Lythrum salicaria-type
Mertensia maritima,Mertensia maritima
Myosotis-type,Myosotis-type
Myosotis,Myosotis-type
Myosotis arvensis-type,Myosotis-type
Myosotis arvensis,Myosotis-type
Paracaryum-type,Mattiastrum
Mattiastrum,Mattiastrum
Omphalodes-type,Omphalodes-type
Moltkia,Moltkia
Heliotropium-type,Heliotropium
Heliotropium europaeum,Heliotropium
Heliotropium,Heliotropium
Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae
Compositae subfam. Cichorioideae undifferentiated,Compositae subfam. Cichorioideae
Scorzonera-type,Compositae subfam. Cichorioideae
cf. Taraxacum,Compositae subfam. Cichorioideae
Scorzonera,Compositae subfam. Cichorioideae
Lactuceae,Compositae subfam. Cichorioideae
Cichorioideae,Compositae subfam. Cichorioideae
Lactucoideae,Compositae subfam. Cichorioideae
Cichoriaceae,Compositae subfam. Cichorioideae
Gundelia,Compositae subfam. Cichorioideae
Gundelia-type,Compositae subfam. Cichorioideae
Asteraceae Liguliflorae,Compositae subfam. Cichorioideae
Liguliflorae,Compositae subfam. Cichorioideae
Asteraceae cichorioideae undifforma,Compositae subfam. Cichorioideae
cf. Arnoseris,Compositae subfam. Cichorioideae
Scorzonera humilis-type,Scorzonera humilis-type
Scorzonera humilis,Scorzonera humilis-type
Taraxacum-type,Crepis-type
Taraxacum,Crepis-type
Cichorium-type,Crepis-type
Crepis,Crepis-type
Cichorium,Crepis-type
Crepis-type,Crepis-type
Lapsana-type,Crepis-type
Cichorium intybus-type,Crepis-type
Taraxacum officinale-group,Crepis-type
Crepis paludosa,Crepis-type
Crepis aurea,Crepis-type
Andryala-type,Crepis-type
Hieracium murorum,Crepis-type
Hieracium pilosella,Crepis-type
Hieracium intybaceum,Crepis-type
Leontodon-type,Crepis-type
Leontodon helveticus,Crepis-type
Leontodon hispidus,Crepis-type
Hypochaeris uniflora,Crepis-type
Prenanthes purpurea,Crepis-type
Hieracium-type,Crepis-type
Lactuca,Lactuca-type
Lactuca-type,Lactuca-type
Lactuca sativa-type,Lactuca-type
Tragopogon,Tragopogon
Tragopogon-type,Tragopogon
Sonchus,Sonchus-type
Sonchus oleraceus-type,Sonchus-type
Sonchus-type,Sonchus-type
Vincetoxicum,Vincetoxicum
Vincetoxicum hirundinaria,Vincetoxicum
Callitriche,Callitriche
Callitrichaceae,Callitriche
Colchicum,Colchicum-type
Merendera-type,Colchicum-type
Colchicum-type,Colchicum-type
Colchicum/Merendera,Colchicum-type
Colchicum autumnale-type,Colchicum-type
Merendera pyrenaica,Merendera pyrenaica
Colchicum autumnale,Colchicum autumnale
Merendera montana,Merendera montana
Merendera filifolia-type,Merendera filifolia-type
Ficus,Ficus carica
Ficus carica,Ficus carica
Cytinus,Cytinus
Cytinus hypocistis,Cytinus
Mimusops,Mimusops
Betula undifferentiated,Betula
Betula-type,Betula
Betula cf. B. pendula,Betula
Betula cf. B. fruticosae,Betula
Betula alba/B. fruticosa,Betula
Betula sect. Betula,Betula
Betula indeterminata,Betula
Betula cf. B. nana,Betula nana-type
Betula nana,Betula nana-type
Betula nana-type,Betula nana-type
Betula exilis,Betula nana-type
Betula fruticosae,Betula nana-type
Betula sect. Nanae,Betula nana-type
Betula sect. Fruticosae,Betula nana-type
Betula exilis/B. fruticosae,Betula nana-type
Betula humilis,Betula nana-type
Betula fruticosa,Betula nana-type
Betula humilis/B. nana,Betula nana-type
Betula sect. Nanae-type,Betula nana-type
Betula sect. Nanae/Fruticosae-type,Betula nana-type
Betula sect. Nanae/Fruticosae,Betula nana-type
Betula,Betula pubescens-type
Betula (excl. B. nana),Betula pubescens-type
Betula pubescens,Betula pubescens-type
Betula pubescens ssp. tortuosa,Betula pubescens-type
Betula alba,Betula pubescens-type
Betula platyphylla,Betula pubescens-type
Betula obscura,Betula pubescens-type
Betula pubescens sl.,Betula pubescens-type
Betula sect. Albae,Betula pubescens-type
Betula pendula,Betula pubescens-type
Betula tortuosa,Betula pubescens-type
Betula costata,Betula pubescens-type
Betula alba-type,Betula pubescens-type
Betula pubescens-type,Betula pubescens-type
Betula pendula/pubescens,Betula pubescens-type
Betula sect. Albae-type,Betula pubescens-type
Carya,Carya
Carya-type,Carya
Carya tomentosa,Carya
Carya tomentosa-type,Carya
Carya glabra-type,Carya
Corylus,Corylus
Corylus avellana,Corylus
Corylus maxima,Corylus
Corylus avellana-type,Corylus
Corylus-type,Corylus/Myrica
Corylus/Myrica,Corylus/Myrica
cf. Myrica,Corylus/Myrica
Corylo d,Corylus/Myrica
Coryloideae,Corylus/Myrica
Myrica,Myrica
Myrica-type,Myrica
Myricaceae,Myrica
Myrica gale,Myrica
Engelhardtia,Engelhardtia
Engelhardtia-type,Engelhardtia
Abutilon,Abutilon
Circaea,Circaea
Circaea lutetiana,Circaea
Circaea,Circaea
Circaea-type,Circaea
Circaea alpina,Circaea
Epilobium,Epilobium
Epilobium-type,Epilobium
Epilobium undifferentiated,Epilobium
Chamaenerion undifferentiated,Epilobium
Chamaenerion,Epilobium
Epilobium cf. angustifolium,Epilobium
Epilobium angustifolium,Epilobium angustifolium-type
Epilobium angustifolium-type,Epilobium angustifolium-type
Chamaenerion angustifolium-type,Epilobium angustifolium-type
Chamaenerion angustifolium,Epilobium angustifolium-type
Epilobium fleischeri,Epilobium angustifolium-type
Epilobium latifolium,Epilobium latifolium
Oenothera,Oenothera
Onagraceae,Onagraceae
cf. Epilobium,Onagraceae
cf. Chamaenerion,Onagraceae
Oenotheraceae,Onagraceae
Onagraceae undifferentiated,Onagraceae
Ludwigia,Ludwigia palustris
Ludwigia palustris,Ludwigia palustris
Platycarya,Platycarya
Coriaria myrtifolia,Coriaria myrtifolia
Coriaria,Coriaria myrtifolia
Casuarina,Casuarina
Phaseolus,Phaseolus
Carpinus orientalis-type,Ostrya/Carpinus orientalis
Carpinus orientalis/Ostrya,Ostrya/Carpinus orientalis
Ostrya,Ostrya/Carpinus orientalis
Ostrya-type,Ostrya/Carpinus orientalis
Ostrya/Carpinus,Ostrya/Carpinus orientalis
Carpinus orientalis,Ostrya/Carpinus orientalis
Ostrya/Carpinus orientalis,Ostrya/Carpinus orientalis
Carpinus orientalis/Ostrya carpinifolia,Ostrya/Carpinus orientalis
Ostrya carpinifolia,Ostrya/Carpinus orientalis
Ostrya/Carpinus orientalis-type,Ostrya/Carpinus orientalis
Carpinus/Ostrya-type,Ostrya/Carpinus orientalis
Betula/Corylus,Betula/Corylus
Betula/Corylus/Myrica,Betula/Corylus/Myrica
Betulaceae,Betulaceae
Betulaceae p.p.,Betulaceae
Betulaceae undifferentiated,Betulaceae
Cucurbitaceae,Cucurbitaceae
Hamamelidaceae,Hamamelidaceae
Psoralea,Psoralea bituminosa
Psoralea bituminosa,Psoralea bituminosa
Cucumis,Cucumis
Cucumis melo,Cucumis melo
Corrigiola,Corrigiola litoralis
Corrigiola litoralis,Corrigiola litoralis
Alnus undifferentiated,Alnus
Alnus pp.,Alnus
Alnus indeterminata,Alnus
Alnus sp.,Alnus
Alnus viridis,Alnus viridis
Alnus viridis subsp. fruticosa,Alnus viridis
Alnus cf. A. viridis,Alnus viridis
Duschekia fruticosa,Alnus viridis
Alnaster,Alnus viridis
Alnus viridis-type,Alnus viridis
Alnus viridis subsp. suaveolens,Alnus viridis
Alnus fruticosa-type,Alnus viridis
Alnus fruticosa,Alnus viridis
Alnus,Alnus glutinosa-type
Alnus glutinosa,Alnus glutinosa-type
Alnus hirsuta,Alnus glutinosa-type
Alnus incana,Alnus glutinosa-type
Alnus incana subsp. kolaensis,Alnus glutinosa-type
Alnus glutinosa-type,Alnus glutinosa-type
Alnus glutinosa/A. incana,Alnus glutinosa-type
Alnus non-viridis,Alnus glutinosa-type
Alnus incana/A. glutinosa,Alnus glutinosa-type
Alnus hirsuta-type,Alnus glutinosa-type
Alnus glutinosa/A. incana-type,Alnus glutinosa-type
Campanulaceae,Campanulaceae
cf. Campanula,Campanulaceae
Campanula/Jasione,Campanulaceae
Campanulaceae undifferentiated,Campanulaceae
Campanula/Phyteuma,Phyteuma-type
Jasione,Jasione montana-type
Jasione montana,Jasione montana-type
Jasione montana-type,Jasione montana-type
Jasione-type,Jasione montana-type
Campanula,Phyteuma-type
